"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Glra3",3.59812021181859e-55,2.61762821745486,0.308,0.079,7.59095421087367e-51,"0","Glra3"
"AW551984",6.39337071444318e-55,3.78848384731811,0.121,0.009,1.34880941962608e-50,"0","AW551984"
"Grid2",1.21589317948259e-54,1.13677940880899,0.931,0.81,2.56516984075441e-50,"0","Grid2"
"Fstl5",1.50101278251482e-54,2.06727943422444,0.589,0.29,3.16668666727151e-50,"0","Fstl5"
"Gabrg1",3.26405331411955e-54,1.87796198587681,0.308,0.076,6.88617327679801e-50,"0","Gabrg1"
"Tenm1",8.39570577545039e-54,1.16018266562246,0.879,0.619,1.77124204744677e-49,"0","Tenm1"
"Sfta3-ps",1.5707958351043e-53,3.4851147557087,0.112,0.008,3.31390797331955e-49,"0","Sfta3-ps"
"Sfmbt2",8.29332039144071e-53,2.07149786196135,0.375,0.118,1.74964180298225e-48,"0","Sfmbt2"
"Mtss1",8.54408289803587e-53,0.70710250274089,0.739,0.357,1.80254516899863e-48,"0","Mtss1"
"Peg3",1.86124487489418e-52,0.97926433111514,0.844,0.564,3.92666831256425e-48,"0","Peg3"
"Rab3c",6.91557832075132e-52,1.3007561776508,0.754,0.474,1.45897955832891e-47,"0","Rab3c"
"Cfap46",7.12188514577515e-52,2.19888083615454,0.259,0.058,1.50250410920418e-47,"0","Cfap46"
"Tshz2",9.25743057040787e-51,0.422194924006829,0.583,0.229,1.95304012743895e-46,"0","Tshz2"
"Camta1",1.37737346192831e-50,0.812393795825732,0.971,0.779,2.90584479263015e-46,"0","Camta1"
"Olfm3",1.51960131913397e-50,1.31099267351268,0.661,0.345,3.20590290297694e-46,"0","Olfm3"
"Frmd4a",3.76407412553253e-50,0.527579545163027,0.996,0.857,7.94106718263599e-46,"0","Frmd4a"
"Lin28b",5.29232837400919e-50,1.45441918713161,0.587,0.282,1.11652251706472e-45,"0","Lin28b"
"Ablim3",1.35471029203378e-49,1.45564143182206,0.569,0.267,2.85803230310366e-45,"0","Ablim3"
"Nkain3",1.45650493000619e-49,1.28839319034346,0.694,0.372,3.07278845083406e-45,"0","Nkain3"
"Rnpc3",1.8151421261775e-49,0.965090080003504,0.775,0.45,3.82940534359667e-45,"0","Rnpc3"
"Fam155a",3.11492798573847e-49,0.761925218308131,0.998,0.794,6.57156357151246e-45,"0","Fam155a"
"Zfp423",6.996540733573e-49,1.27579738850381,0.446,0.162,1.47606019856189e-44,"0","Zfp423"
"Ccser1",7.80280507640465e-49,0.71129064464569,0.991,0.822,1.64615778696909e-44,"0","Ccser1"
"Atp1a3",9.27026878007312e-49,1.04470206328204,0.812,0.537,1.95574860453203e-44,"0","Atp1a3"
"Ccdc85a",1.1722187180205e-48,0.908192987179015,0.884,0.594,2.47302982940784e-44,"0","Ccdc85a"
"Vwc2l",2.75060473973062e-48,1.6636749351943,0.438,0.161,5.80295081940969e-44,"0","Vwc2l"
"B020031H02Rik",5.5676599574585e-48,4.77032298089065,0.08,0.003,1.17460922122502e-43,"0","B020031H02Rik"
"Patj",6.49933228452275e-48,1.30819069773287,0.605,0.302,1.37116413206576e-43,"0","Patj"
"Gm13112",7.31875755184845e-48,4.178361647623,0.089,0.005,1.54403828071347e-43,"0","Gm13112"
"Robo1",9.1800699133251e-48,0.990818988725461,0.935,0.729,1.9367193496142e-43,"0","Robo1"
"Vwc2",1.01385795444653e-47,1.59391709957458,0.408,0.142,2.13893612649584e-43,"0","Vwc2"
"Osbpl9",3.72891051022832e-47,0.791685622291884,0.879,0.609,7.86688250342868e-43,"0","Osbpl9"
"Slc35f1",9.5153157485039e-47,0.931838233405278,0.917,0.634,2.00744616346187e-42,"0","Slc35f1"
"Asic2",1.15882957294369e-46,1.25625696213169,0.946,0.768,2.4447827500393e-42,"0","Asic2"
"Gaa",8.47800267444982e-46,1.56153283942841,0.417,0.158,1.78860422422868e-41,"0","Gaa"
"Traf3",2.2478116481814e-45,1.06575727160785,0.65,0.345,4.7422082341683e-41,"0","Traf3"
"Hap1",2.63321379662012e-45,1.85676913710735,0.375,0.135,5.55529114672947e-41,"0","Hap1"
"Gprasp2",4.2594078327523e-45,1.69921227496608,0.386,0.141,8.98607270475752e-41,"0","Gprasp2"
"Tenm3",4.37259877863052e-45,1.08993273895845,0.882,0.653,9.22487164327681e-41,"0","Tenm3"
"Lhx1os",6.88687746661645e-45,7.5138609335472,0.054,0,1.45292453913207e-40,"0","Lhx1os"
"N4bp2",1.81217623461319e-44,1.41253275013361,0.366,0.122,3.82314820216345e-40,"0","N4bp2"
"Ttc28",2.22682883086385e-44,0.37918818483649,0.69,0.317,4.69794078447347e-40,"0","Ttc28"
"Htr2c",3.04977931804661e-44,1.33675194626547,0.525,0.254,6.43411942728294e-40,"0","Htr2c"
"Cdh4",4.1108448618524e-44,1.67510312674068,0.549,0.276,8.67264940505e-40,"0","Cdh4"
"Rerg",4.24972628937855e-44,1.59731920451786,0.353,0.113,8.96564755270192e-40,"0","Rerg"
"Gabrg3",4.36681206957012e-44,0.93735041898079,0.873,0.626,9.21266342317209e-40,"0","Gabrg3"
"Pbx3",4.70248838864011e-44,1.67490617226379,0.576,0.287,9.92083975351405e-40,"0","Pbx3"
"Zfhx4",6.75183763085086e-44,1.31419215357137,0.556,0.263,1.42443518498061e-39,"0","Zfhx4"
"Zim1",1.30339984049372e-43,3.15353909543305,0.109,0.011,2.74978264348961e-39,"0","Zim1"
"Mirg",1.83812995835094e-43,1.15893247663975,0.652,0.367,3.87790277313298e-39,"0","Mirg"
"Scn5a",4.285985042867e-43,3.23771742392336,0.138,0.019,9.04214264493651e-39,"0","Scn5a"
"Klhl1",4.75618814095649e-43,2.40906486468003,0.364,0.132,1.00341301209759e-38,"0","Klhl1"
"Pcdh15",7.12554127525806e-43,1.02094403705803,0.837,0.573,1.50327544284119e-38,"0","Pcdh15"
"Gm10125",1.64934809120605e-42,1.07037847717873,0.605,0.311,3.4796296680174e-38,"0","Gm10125"
"Kcnc2",3.14161794808095e-42,0.424183561834387,0.772,0.437,6.62787138506639e-38,"0","Kcnc2"
"Resp18",4.91588891380624e-42,2.1524449485279,0.241,0.061,1.0371050841457e-37,"0","Resp18"
"Map2",8.76400732679574e-42,0.59814971812496,0.98,0.814,1.8489426257341e-37,"0","Map2"
"Ecel1",8.81095605419295e-42,4.4432621509762,0.069,0.003,1.85884739875309e-37,"0","Ecel1"
"Gm14204",2.26902969781048e-41,2.35458408987216,0.199,0.042,4.78697195347077e-37,"0","Gm14204"
"Cplane1",3.25979098484439e-41,0.730163836399851,0.946,0.711,6.87718104072621e-37,"0","Cplane1"
"Sdk1",3.28152083552917e-41,1.06696505715158,0.67,0.359,6.92302450671589e-37,"0","Sdk1"
"Zcchc18",4.81058810738386e-41,1.36792536828684,0.511,0.248,1.01488977301477e-36,"0","Zcchc18"
"Upp2",8.32183343680977e-41,0.798559395301494,0.926,0.679,1.75565720016376e-36,"0","Upp2"
"Elavl4",1.04311954349588e-40,1.09158493034271,0.694,0.414,2.20066930091326e-36,"0","Elavl4"
"Slc17a6",1.06456689208762e-40,1.97368889853074,0.297,0.093,2.24591677223726e-36,"0","Slc17a6"
"Kcnn2",1.34539032991032e-40,0.853264301788577,0.826,0.547,2.83836997901179e-36,"0","Kcnn2"
"Lingo2",1.55149576870795e-40,0.748381646361147,0.958,0.733,3.27319062324317e-36,"0","Lingo2"
"Plcxd3",1.95799758858106e-40,1.29202845544612,0.536,0.245,4.13078751262947e-36,"0","Plcxd3"
"Zkscan16",2.3774909161919e-40,1.40392460505256,0.502,0.246,5.01579258589005e-36,"0","Zkscan16"
"Oprm1",4.49652816352117e-40,2.2452913169141,0.328,0.113,9.4863254665806e-36,"0","Oprm1"
"Celf4",6.01289925219689e-39,0.679320532383802,0.949,0.684,1.26854135523598e-34,"0","Celf4"
"4930555F03Rik",6.78801298221227e-39,2.41482271689973,0.174,0.034,1.43206709885732e-34,"0","4930555F03Rik"
"Gabra3",7.05518781349075e-39,1.18558878688643,0.609,0.334,1.48843297301214e-34,"0","Gabra3"
"Scml4",9.21680184412902e-39,2.20661851570753,0.254,0.073,1.9444686850559e-34,"0","Scml4"
"Sgsm1",1.55546568634968e-38,1.39524633929049,0.529,0.269,3.28156595849193e-34,"0","Sgsm1"
"Amy1",1.59610565536195e-38,0.907441590944228,0.629,0.347,3.3673041011171e-34,"0","Amy1"
"Sncaip",1.75478915208177e-38,0.831119314086725,0.455,0.185,3.70207867414691e-34,"0","Sncaip"
"Rims2",2.63132869255159e-38,0.616869000614289,0.989,0.799,5.55131414267609e-34,"0","Rims2"
"Syt9",2.97676763167081e-38,2.52315943447366,0.353,0.131,6.28008667253591e-34,"0","Syt9"
"Fchsd2",1.10979869896947e-37,0.452223526341422,0.837,0.563,2.34134231521589e-33,"0","Fchsd2"
"Vwa5b1",1.49345879413726e-37,2.79398411440731,0.103,0.011,3.15075001799138e-33,"0","Vwa5b1"
"Gm13629",2.06163162535795e-37,1.56259349014237,0.429,0.184,4.34942424001768e-33,"0","Gm13629"
"Parp8",2.37511305993866e-37,0.704885200300206,0.761,0.476,5.0107760225526e-33,"0","Parp8"
"Gm45847",2.70039595603012e-37,1.40298334779932,0.353,0.129,5.69702534843675e-33,"0","Gm45847"
"Elavl2",2.91958772524621e-37,1.26220415442247,0.714,0.466,6.15945422395193e-33,"0","Elavl2"
"Epb41l3",3.66032780418013e-37,0.725783624712984,0.897,0.662,7.72219356847881e-33,"0","Epb41l3"
"Mdga2",5.20236048743194e-37,0.503671211434964,0.996,0.919,1.09754199203352e-32,"0","Mdga2"
"Sgcd",5.60649789826043e-37,1.19154364920281,0.812,0.54,1.182802861596e-32,"0","Sgcd"
"Plcb4",6.14121079219002e-37,0.666763537346407,0.766,0.46,1.29561124082833e-32,"0","Plcb4"
"Osbpl6",8.08062862708849e-37,0.813394844117341,0.866,0.654,1.70477022145686e-32,"0","Osbpl6"
"Ptprn2",8.72184989425012e-37,0.640934487293818,0.996,0.755,1.84004867218995e-32,"0","Ptprn2"
"Sim1",1.49516099133205e-36,4.14382717302705,0.067,0.004,3.15434114341322e-32,"0","Sim1"
"Dzank1",1.8391305589467e-36,1.02960658845655,0.71,0.456,3.88001374020985e-32,"0","Dzank1"
"Aff2",2.06789082097921e-36,1.09814956935112,0.719,0.468,4.36262926501984e-32,"0","Aff2"
"Pgap1",2.2572034606546e-36,0.976350247648675,0.614,0.339,4.762022140943e-32,"0","Pgap1"
"Gria4",2.70120895299789e-36,0.571463324808108,0.967,0.781,5.69874052813964e-32,"0","Gria4"
"Abat",3.42064235240218e-36,0.926213915123135,0.56,0.272,7.21652917086288e-32,"0","Abat"
"Cntnap5a",4.19661327114194e-36,0.912611868820202,0.824,0.534,8.85359501812815e-32,"0","Cntnap5a"
"Gng4",5.15373944093255e-36,2.21775178889409,0.228,0.062,1.08728440985354e-31,"0","Gng4"
"Pdcd7",5.34506278756688e-36,1.41065643471668,0.308,0.106,1.12764789629299e-31,"0","Pdcd7"
"Chrm2",8.62985360553639e-36,1.9822879911022,0.415,0.181,1.82064021516001e-31,"0","Chrm2"
"Kctd8",1.23115375280369e-35,1.78833606970574,0.489,0.23,2.59736507228994e-31,"0","Kctd8"
"Nalcn",2.50106940566944e-35,0.63322092488092,0.962,0.731,5.27650612514082e-31,"0","Nalcn"
"Ano5",3.28934554420433e-35,2.15735805350444,0.221,0.06,6.93953229460787e-31,"0","Ano5"
"Gm48893",3.6728986398184e-35,1.74097294568848,0.35,0.137,7.74871426042487e-31,"0","Gm48893"
"Ankrd24",4.20488345792538e-35,1.42130466203974,0.397,0.168,8.87104263118516e-31,"0","Ankrd24"
"Nipal2",4.25341167147054e-35,1.06114932156067,0.598,0.332,8.9734226033014e-31,"0","Nipal2"
"Zcchc12",4.35435354981469e-35,2.56897379607461,0.125,0.019,9.18637968404405e-31,"0","Zcchc12"
"Lsamp",6.88773215489207e-35,0.582227395620619,1,0.926,1.45310485271758e-30,"0","Lsamp"
"Mrap2",7.18562000993208e-35,2.30748310812713,0.19,0.046,1.51595025349537e-30,"0","Mrap2"
"Casz1",1.08089578657115e-34,2.44852010117752,0.129,0.021,2.28036584092916e-30,"0","Casz1"
"Minar1",1.24932934947138e-34,2.74459161643898,0.118,0.017,2.63571012857977e-30,"0","Minar1"
"Cacna1b",1.43597274121812e-34,0.743587002665211,0.862,0.606,3.02947169214787e-30,"0","Cacna1b"
"Stac",1.58124080141453e-34,2.61784892213578,0.194,0.047,3.33594371874424e-30,"0","Stac"
"Unc5d",1.98459117996654e-34,0.94651958735976,0.812,0.539,4.18689201237541e-30,"0","Unc5d"
"Rasgrf1",2.61445834029835e-34,0.750233944306525,0.855,0.637,5.51572276052743e-30,"0","Rasgrf1"
"Bend6",3.3391840445749e-34,1.22206537782567,0.583,0.338,7.04467657883968e-30,"0","Bend6"
"Cdh8",6.43428194831984e-34,0.971973778038018,0.808,0.565,1.35744046263704e-29,"0","Cdh8"
"Isl1",6.77784578706557e-34,3.68858530485029,0.098,0.012,1.42992212569722e-29,"0","Isl1"
"Gata3",8.25159172596319e-34,8.1307764207064,0.038,0,1.74083830642645e-29,"0","Gata3"
"Pcdh19",1.26484220445722e-33,1.36136223382641,0.44,0.202,2.6684375987434e-29,"0","Pcdh19"
"Hs3st5",1.35210515667009e-33,1.334684863117,0.589,0.34,2.8525362490269e-29,"0","Hs3st5"
"Dchs2",1.47425506967388e-33,1.54570130059971,0.321,0.117,3.11023592049098e-29,"0","Dchs2"
"Lhx1",1.6609645686498e-33,6.60043796608399,0.04,0,3.50413695048047e-29,"0","Lhx1"
"Dpysl3",2.56577570078463e-33,1.17612057506957,0.415,0.184,5.41301699594533e-29,"0","Dpysl3"
"Mgat4c",4.32036418251358e-33,1.06913326162403,0.815,0.607,9.1146723158489e-29,"0","Mgat4c"
"Spock3",4.41920758209434e-33,0.534649276324358,0.855,0.558,9.32320223594442e-29,"0","Spock3"
"Grip2",5.86291844341175e-33,1.76087982632338,0.252,0.078,1.23689990400658e-28,"0","Grip2"
"Tmx4",6.06350398229144e-33,0.84880547225103,0.692,0.442,1.27921743514402e-28,"0","Tmx4"
"Tmem117",6.46141039485095e-33,0.62620849234528,0.766,0.486,1.36316375100171e-28,"0","Tmem117"
"9330158H04Rik",9.79669567308015e-33,2.77624183509982,0.134,0.024,2.06680888614972e-28,"0","9330158H04Rik"
"Snap91",1.62923658545044e-32,0.633147125147437,0.902,0.685,3.4372004243248e-28,"0","Snap91"
"Carmil3",1.71929689638884e-32,1.73822881608018,0.272,0.093,3.62720066231153e-28,"0","Carmil3"
"Podxl2",2.14535407245842e-32,1.641068683477,0.333,0.132,4.52605348666554e-28,"0","Podxl2"
"Kirrel",2.47323555356555e-32,1.75977166281698,0.192,0.049,5.21778504735724e-28,"0","Kirrel"
"Gm17276",2.70225598809515e-32,1.28137652566316,0.388,0.166,5.70094945808433e-28,"0","Gm17276"
"Trpc7",3.14069109013028e-32,2.10974159876647,0.194,0.051,6.62591599284786e-28,"0","Trpc7"
"Scg2",4.14768495507771e-32,1.94118444369852,0.281,0.101,8.75037094972745e-28,"0","Scg2"
"Slc24a3",4.1596937444279e-32,0.791557254144103,0.81,0.577,8.77570589261954e-28,"0","Slc24a3"
"Zfp804b",4.31632213124041e-32,1.52509132012174,0.585,0.345,9.10614480027789e-28,"0","Zfp804b"
"Samd4",4.5008409216034e-32,0.426507580788124,0.647,0.354,9.4954240923067e-28,"0","Samd4"
"Grin2d",5.53994107202798e-32,1.73463942789666,0.219,0.062,1.16876136796574e-27,"0","Grin2d"
"Rgs17",6.979195860014e-32,0.971169939735081,0.674,0.414,1.47240095058715e-27,"0","Rgs17"
"Rab27a",1.23315714165198e-31,1.493463620341,0.29,0.104,2.60159162174318e-27,"0","Rab27a"
"Ache",1.43451665339095e-31,1.99415935655286,0.192,0.051,3.02639978365888e-27,"0","Ache"
"Klf12",1.85619257232094e-31,0.50421675644904,0.938,0.737,3.91600946982549e-27,"0","Klf12"
"A330008L17Rik",1.92815388345532e-31,1.58420831146611,0.54,0.305,4.06782624792569e-27,"0","A330008L17Rik"
"Ltbp3",2.01808870344747e-31,1.61496081067765,0.225,0.066,4.25756173766313e-27,"0","Ltbp3"
"Gad1",2.34170633061534e-31,1.22946625614791,0.391,0.164,4.94029784569918e-27,"0","Gad1"
"Htr7",3.41725810872868e-31,1.75351245406139,0.312,0.121,7.2093894319849e-27,"0","Htr7"
"Ctnna2",3.4514625596533e-31,0.58843015197067,0.998,0.89,7.28155056210057e-27,"0","Ctnna2"
"Kcnmb2",4.63231730679274e-31,0.728697544951888,0.355,0.135,9.77279982214065e-27,"0","Kcnmb2"
"Stmn2",5.2532803033714e-31,0.889969302992679,0.621,0.363,1.10828454560226e-26,"0","Stmn2"
"Iqsec3",7.26382265644164e-31,1.34159735663647,0.489,0.269,1.53244866582949e-26,"0","Iqsec3"
"Dclk2",7.74515432702365e-31,0.703171491405133,0.754,0.502,1.63399520837218e-26,"0","Dclk2"
"Gmds",8.94296818883191e-31,0.589330311091443,0.853,0.631,1.88669799879787e-26,"0","Gmds"
"Csmd3",1.28961235713676e-30,0.564594305726077,0.969,0.87,2.72069518985142e-26,"0","Csmd3"
"Clstn3",1.39803889281754e-30,0.924471958290474,0.598,0.353,2.94944265217717e-26,"0","Clstn3"
"Zfp521",1.58276262260968e-30,0.76734922317657,0.382,0.153,3.33915430491964e-26,"0","Zfp521"
"Sema4g",2.84074227163763e-30,1.74449125206396,0.199,0.055,5.99311397047392e-26,"0","Sema4g"
"Tnrc6a",3.19736384162704e-30,0.518298197993216,0.879,0.691,6.74547849668056e-26,"0","Tnrc6a"
"Zdbf2",3.44170081689656e-30,1.77872743346046,0.319,0.13,7.26095621340668e-26,"0","Zdbf2"
"Fndc3a",5.71694876173863e-30,0.770285964655911,0.75,0.518,1.206104680264e-25,"0","Fndc3a"
"Ano1",6.16608081886005e-30,1.42869365860707,0.114,0.019,1.30085807035491e-25,"0","Ano1"
"Scn3a",8.17744450384885e-30,0.915690819271032,0.75,0.517,1.72519546697699e-25,"0","Scn3a"
"Wsb1",8.63639758968892e-30,0.748254857173854,0.629,0.381,1.82202079949667e-25,"0","Wsb1"
"Acadsb",1.01508772807482e-29,0.765879261556192,0.643,0.402,2.14153057991945e-25,"0","Acadsb"
"Fhl1",1.16444425023976e-29,0.905454615242684,0.44,0.213,2.45662803473082e-25,"0","Fhl1"
"Pde4d",1.31227268734561e-29,0.492931817512555,0.989,0.807,2.76850168849304e-25,"0","Pde4d"
"Glra2",2.11841819547297e-29,1.74686619853666,0.306,0.12,4.46922686698932e-25,"0","Glra2"
"Ptpro",2.21262147684946e-29,1.00770381965394,0.518,0.272,4.66796752970931e-25,"0","Ptpro"
"Ttc39a",2.24028602429923e-29,2.60834852720859,0.129,0.025,4.72633142546409e-25,"0","Ttc39a"
"Frmd3",3.16601094423697e-29,1.12121789411567,0.554,0.326,6.67933328905673e-25,"0","Frmd3"
"Dnm3",3.60667045212806e-29,0.204654087111956,0.955,0.779,7.60899265285457e-25,"0","Dnm3"
"Gtf2ird1",5.32379554904749e-29,0.765844585108412,0.614,0.361,1.12316114698255e-24,"0","Gtf2ird1"
"Pak3",6.31914087812675e-29,0.660827586833177,0.911,0.689,1.3331491510584e-24,"0","Pak3"
"Ksr2",6.77552740391107e-29,0.636825874745515,0.902,0.657,1.42943301640312e-24,"0","Ksr2"
"Efcab1",7.05029193916695e-29,1.85974960536053,0.252,0.089,1.48740009040605e-24,"0","Efcab1"
"Stau2",7.4826292823594e-29,0.610628323053907,0.893,0.678,1.57861029969936e-24,"0","Stau2"
"Stk32b",8.00529942437412e-29,2.85650089913089,0.105,0.017,1.68887801956021e-24,"0","Stk32b"
"Gm45321",9.80377344488923e-29,2.72621305600418,0.098,0.015,2.06830208366828e-24,"0","Gm45321"
"Gprin2",1.22912184899927e-28,4.38361218681008,0.054,0.003,2.59307836483375e-24,"0","Gprin2"
"Nox4",1.93954500014091e-28,3.07406502097278,0.076,0.008,4.09185808679727e-24,"0","Nox4"
"Ebf3",2.02052935758588e-28,2.75629928780679,0.089,0.012,4.26271078569893e-24,"0","Ebf3"
"Gck",3.30350793990122e-28,3.41841644916332,0.074,0.008,6.9694107008096e-24,"0","Gck"
"Frmpd3",3.78224284427979e-28,1.13025882998047,0.422,0.201,7.97939772857707e-24,"0","Frmpd3"
"Nexmif",4.01948726684007e-28,1.05103361520071,0.605,0.378,8.4799122868525e-24,"0","Nexmif"
"Col11a1",4.44219797537025e-28,1.81855170671818,0.283,0.109,9.37170506863862e-24,"0","Col11a1"
"Nap1l5",9.22609916786511e-28,1.16183167403099,0.388,0.182,1.9464301414445e-23,"0","Nap1l5"
"Kcnh8",1.08441416937275e-27,1.63863588189243,0.188,0.052,2.28778857312569e-23,"0","Kcnh8"
"Pclo",1.79489950585999e-27,0.541227926144022,0.962,0.773,3.78669948751281e-23,"0","Pclo"
"Gm26691",1.90888052601949e-27,0.877710713574716,0.641,0.383,4.02716524574331e-23,"0","Gm26691"
"Epha10",3.13285640246585e-27,1.07369563504697,0.496,0.27,6.60938715228221e-23,"0","Epha10"
"9630014M24Rik",3.14366015242158e-27,1.16042297406197,0.433,0.214,6.6321798235638e-23,"0","9630014M24Rik"
"Vsnl1",3.79192646966669e-27,0.724715815699135,0.804,0.563,7.99982727305582e-23,"0","Vsnl1"
"Rab27b",4.25530583936139e-27,1.17851287557676,0.54,0.31,8.97741872930072e-23,"0","Rab27b"
"Nrp2",4.40937386149609e-27,1.21244009302004,0.444,0.23,9.30245603559829e-23,"0","Nrp2"
"Trpm3",5.03930096871578e-27,0.409792994097075,0.79,0.557,1.06314132536997e-22,"0","Trpm3"
"Prepl",5.73450028402598e-27,0.778518384088997,0.681,0.44,1.20980752492096e-22,"0","Prepl"
"Cox16",6.27713609852783e-27,0.550450776193657,0.911,0.709,1.32428740270642e-22,"0","Cox16"
"Sgcz",6.30232043291167e-27,0.842628279293997,0.913,0.718,1.32960054173138e-22,"0","Sgcz"
"Ranbp17",6.30330076876622e-27,0.674658570822736,0.674,0.438,1.32980736318661e-22,"0","Ranbp17"
"Rev3l",7.06541528612724e-27,0.506907988878667,0.868,0.679,1.49059066291426e-22,"0","Rev3l"
"Thsd7b",1.01872858232789e-26,1.01611915226222,0.576,0.324,2.14921169013715e-22,"0","Thsd7b"
"Lrp8",1.12939254507955e-26,0.909522448826456,0.48,0.259,2.38267945235432e-22,"0","Lrp8"
"Mblac2",1.4753360028002e-26,0.911023601887932,0.594,0.378,3.11251636510757e-22,"0","Mblac2"
"Pkia",1.96880123700536e-26,0.737262472245553,0.734,0.536,4.15357996971021e-22,"0","Pkia"
"Atp8a2",2.21218480354653e-26,0.586981126259026,0.879,0.669,4.66704628004212e-22,"0","Atp8a2"
"Gm29478",2.74315885181036e-26,1.84806407851672,0.116,0.022,5.78724222966431e-22,"0","Gm29478"
"Gm29683",2.95450650232575e-26,0.754259941138743,0.176,0.047,6.23312236795664e-22,"0","Gm29683"
"Pitx2",3.18176402005298e-26,7.6223529088922,0.029,0,6.71256755310578e-22,"0","Pitx2"
"Cbln4",4.06019611237232e-26,3.65035321325767,0.069,0.008,8.56579573827188e-22,"0","Cbln4"
"Gm27199",4.66454762370324e-26,4.94488597824158,0.036,0.001,9.84079612172672e-22,"0","Gm27199"
"Col16a1",5.32611753061814e-26,1.88330961088597,0.185,0.055,1.12365101543451e-21,"0","Col16a1"
"Gkap1",6.73481826889348e-26,0.599260664946138,0.451,0.224,1.42084461018846e-21,"0","Gkap1"
"9330182L06Rik",7.87480439702678e-26,0.701037259161088,0.658,0.432,1.66134748364074e-21,"0","9330182L06Rik"
"Zwint",9.59062116345316e-26,0.866702280092932,0.603,0.391,2.02333334685371e-21,"0","Zwint"
"Gm9801",9.90575640461421e-26,0.720615142968347,0.708,0.489,2.08981742868146e-21,"0","Gm9801"
"Kif5a",1.03730805404728e-25,0.79792218863293,0.661,0.45,2.18840880162355e-21,"0","Kif5a"
"Limk1",1.16275802466142e-25,1.42141673356646,0.268,0.103,2.4530706046282e-21,"0","Limk1"
"Hacd1",1.24431360424591e-25,1.01214755836955,0.504,0.291,2.6251284108776e-21,"0","Hacd1"
"Syt2",1.33139102268408e-25,2.09334820759056,0.194,0.061,2.80883564055659e-21,"0","Syt2"
"Dzip3",1.39666105698409e-25,0.6288383174873,0.799,0.596,2.94653583191933e-21,"0","Dzip3"
"Apex2",1.4850859566146e-25,0.706361081392618,0.683,0.457,3.13308584266981e-21,"0","Apex2"
"Grik1",1.66104200955262e-25,0.728367737285965,0.502,0.261,3.50430032755316e-21,"0","Grik1"
"Mast2",1.88685356555096e-25,0.679105919532124,0.754,0.543,3.98069496724286e-21,"0","Mast2"
"Cdh22",1.97858774705043e-25,1.68313990792781,0.29,0.121,4.17422656995229e-21,"0","Cdh22"
"Akap6",2.65907499036697e-25,0.435539558497382,0.98,0.839,5.6098505071772e-21,"0","Akap6"
"Dtd1",2.84247173142781e-25,0.691647119082305,0.719,0.488,5.99676261179325e-21,"0","Dtd1"
"Cntn6",2.85241557151567e-25,0.970489427033121,0.605,0.393,6.01774113122661e-21,"0","Cntn6"
"Grid1",3.08031087736059e-25,0.589480687524393,0.938,0.762,6.49853185796763e-21,"0","Grid1"
"Dgkb",3.21630597734582e-25,0.549372553203567,0.917,0.654,6.78544072040648e-21,"0","Dgkb"
"Dlk1",6.03096469768188e-25,3.95460591657326,0.074,0.009,1.27235262226995e-20,"0","Dlk1"
"Esrrg",6.54967267201954e-25,0.740113125488211,0.783,0.541,1.38178444361596e-20,"0","Esrrg"
"Nrxn2",6.67460945278062e-25,0.606661769638458,0.667,0.442,1.40814235625313e-20,"0","Nrxn2"
"Cacna1g",8.43077466745548e-25,1.22169023633971,0.368,0.177,1.77864053159308e-20,"0","Cacna1g"
"Gng2",1.25163356420181e-24,0.626257890717957,0.632,0.396,2.64057133039655e-20,"0","Gng2"
"Hs6st2",1.2895198919992e-24,0.9361990635797,0.609,0.391,2.72050011615071e-20,"0","Hs6st2"
"Greb1l",1.37421096710408e-24,0.976897961386664,0.516,0.293,2.89917287729947e-20,"0","Greb1l"
"Gpc3",2.131023298939e-24,2.2089680426476,0.165,0.047,4.4958198537716e-20,"0","Gpc3"
"Hmgcll1",2.3985256649765e-24,0.736892462042418,0.757,0.537,5.06016959540093e-20,"0","Hmgcll1"
"Gm1604a",2.56660433452087e-24,0.941284968894136,0.386,0.18,5.41476516453869e-20,"0","Gm1604a"
"Akap9",3.24465842587255e-24,0.48170627501207,0.828,0.62,6.84525588106332e-20,"0","Akap9"
"Map1b",3.6306236864092e-24,0.51009990107875,0.924,0.695,7.65952679121749e-20,"0","Map1b"
"Dnah7a",4.03124991183493e-24,2.14124511357206,0.107,0.021,8.50472793899816e-20,"0","Dnah7a"
"Uncx",4.44902700608714e-24,6.22619663117636,0.031,0.001,9.38611227474204e-20,"0","Uncx"
"Gm26973",4.54550320182281e-24,4.68842406315587,0.04,0.002,9.58964810488558e-20,"0","Gm26973"
"Tmem163",4.61321730017666e-24,1.11731645691241,0.359,0.167,9.7325045381827e-20,"0","Tmem163"
"Ralyl",5.0633237967976e-24,0.568998574611,0.964,0.748,1.06820942141039e-19,"0","Ralyl"
"Bicd1",5.81974278881618e-24,0.503930864356616,0.922,0.723,1.22779113615655e-19,"0","Bicd1"
"B130024G19Rik",5.9670735244755e-24,1.46323841272507,0.272,0.109,1.2588735014586e-19,"0","B130024G19Rik"
"Ptprf",6.31500251987634e-24,0.973203368302682,0.391,0.192,1.33227608161831e-19,"0","Ptprf"
"2700069I18Rik",6.8397333544905e-24,2.44549963941395,0.123,0.028,1.44297854579686e-19,"0","2700069I18Rik"
